company,batch,website,industries,one_liner,description,founder_name,founder_linkedin,yc_url
Scalar Field,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Your Agentic Trading Desk — Building the next era of agentic…,"Your Agentic Trading Desk — Building the next era of agentic…. Founded in 2025 by Amandeep Singh and Ramakant Yadav, Scalar Field has 3 employees based in . Scalar Field is hiring for 1 roles in marketing.",Amandeep Singh,https://www.linkedin.com/in/amandeep-singh0,https://www.ycombinator.com/companies/scalar-field
Scalar Field,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Your Agentic Trading Desk — Building the next era of agentic…,"Your Agentic Trading Desk — Building the next era of agentic…. Founded in 2025 by Amandeep Singh and Ramakant Yadav, Scalar Field has 3 employees based in . Scalar Field is hiring for 1 roles in marketing.",Ramakant Yadav,https://www.linkedin.com/in/ramakant-yadav1,https://www.ycombinator.com/companies/scalar-field
Eloquent AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI Operator for Financial Services,"The AI Operator for Financial Services. Founded in 2025 by Tugce Bulut and Aldo Lipani, Eloquent AI has 5 employees based in San Francisco. Eloquent AI is hiring for 9 roles in engineering, operations, and design.",Tugce Bulut,https://www.linkedin.com/in/tugcebulut,https://www.ycombinator.com/companies/eloquent-ai
Eloquent AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI Operator for Financial Services,"The AI Operator for Financial Services. Founded in 2025 by Tugce Bulut and Aldo Lipani, Eloquent AI has 5 employees based in San Francisco. Eloquent AI is hiring for 9 roles in engineering, operations, and design.",Aldo Lipani,https://www.linkedin.com/in/aldo-lipani,https://www.ycombinator.com/companies/eloquent-ai
MorphoAI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Software tool for designing robots and machines,"Software tool for designing robots and machines . Founded in 2024 by Ayna Arora and Andrew Spielberg, MorphoAI has 7 employees based in New York City. MorphoAI is hiring for 2 roles in engineering and operations.",Ayna Arora,https://www.linkedin.com/in/aynaarora,https://www.ycombinator.com/companies/morphoai
MorphoAI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Software tool for designing robots and machines,"Software tool for designing robots and machines . Founded in 2024 by Ayna Arora and Andrew Spielberg, MorphoAI has 7 employees based in New York City. MorphoAI is hiring for 2 roles in engineering and operations.",Andrew Spielberg,https://www.linkedin.com/in/andrew-spielberg-82073926a,https://www.ycombinator.com/companies/morphoai
Sygaldry Technologies,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,quantum-accelerated AI servers,"quantum-accelerated AI servers. Founded in 2024 by Idalia Friedson and Chad Rigetti, Sygaldry Technologies has employees based in Ann Arbor, MI, USA. Sygaldry Technologies is hiring for 1 roles in product.",Chad Rigetti,https://www.linkedin.com/in/chad-rigetti-9891562,https://www.ycombinator.com/companies/sygaldry-technologies
Sygaldry Technologies,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,quantum-accelerated AI servers,"quantum-accelerated AI servers. Founded in 2024 by Idalia Friedson and Chad Rigetti, Sygaldry Technologies has employees based in Ann Arbor, MI, USA. Sygaldry Technologies is hiring for 1 roles in product.",Idalia Friedson,https://www.linkedin.com/in/idaliafriedson,https://www.ycombinator.com/companies/sygaldry-technologies
Klavis AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,High Quality Coding & Agentic Data for AI labs,"High Quality Coding & Agentic Data for AI labs. Founded in 2025 by Zihao Lin and Xiangkai Zeng, Klavis AI has 3 employees based in . Klavis AI is hiring for 1 roles in engineering.",Xiangkai Zeng,https://www.linkedin.com/in/xiangkai-zeng,https://www.ycombinator.com/companies/klavis-ai
Klavis AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,High Quality Coding & Agentic Data for AI labs,"High Quality Coding & Agentic Data for AI labs. Founded in 2025 by Zihao Lin and Xiangkai Zeng, Klavis AI has 3 employees based in . Klavis AI is hiring for 1 roles in engineering.",Zihao Lin,https://www.linkedin.com/in/zihao-lin-14137716b,https://www.ycombinator.com/companies/klavis-ai
Klavis AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,High Quality Coding & Agentic Data for AI labs,"High Quality Coding & Agentic Data for AI labs. Founded in 2025 by Zihao Lin and Xiangkai Zeng, Klavis AI has 3 employees based in . Klavis AI is hiring for 1 roles in engineering.",Zihao Lin,https://www.linkedin.com/in/zihaolin123,https://www.ycombinator.com/companies/klavis-ai
Third Chair,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-Native IP Enforcement Agent,"AI-Native IP Enforcement Agent. Founded in 2024 by Shourya Lala and Yoav Zimmerman, Third Chair has 8 employees based in San Francisco. Third Chair is hiring for 2 roles in legal.",Yoav Zimmerman,https://www.linkedin.com/in/yoav-zimmerman-05653252,https://www.ycombinator.com/companies/third-chair
Third Chair,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-Native IP Enforcement Agent,"AI-Native IP Enforcement Agent. Founded in 2024 by Shourya Lala and Yoav Zimmerman, Third Chair has 8 employees based in San Francisco. Third Chair is hiring for 2 roles in legal.",Shourya Lala,https://www.linkedin.com/in/shouryalala,https://www.ycombinator.com/companies/third-chair
Besimple AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Voice data for AI,"Voice data for AI. Founded in 2025 by Bill Wang and Yi Zhong, Besimple AI has 6 employees based in San Francisco. Besimple AI is hiring for 4 roles in operations and engineering.",Yzhong94,https://www.linkedin.com/in/yzhong94,https://www.ycombinator.com/companies/besimple-ai
Besimple AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Voice data for AI,"Voice data for AI. Founded in 2025 by Bill Wang and Yi Zhong, Besimple AI has 6 employees based in San Francisco. Besimple AI is hiring for 4 roles in operations and engineering.",Bill Wang,https://www.linkedin.com/in/8illwang,https://www.ycombinator.com/companies/besimple-ai
QualGent,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Mobile App Quality Assurance Tester,"AI Mobile App Quality Assurance Tester. Founded in 2025 by Shivam Agrawal and Aaron Yu, QualGent has 10 employees based in San Francisco. QualGent is hiring for 1 roles in design.",Shivam Agrawal,https://www.linkedin.com/in/shivam-agrawal,https://www.ycombinator.com/companies/qualgent
QualGent,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Mobile App Quality Assurance Tester,"AI Mobile App Quality Assurance Tester. Founded in 2025 by Shivam Agrawal and Aaron Yu, QualGent has 10 employees based in San Francisco. QualGent is hiring for 1 roles in design.",Aaron Y A12518Ab,https://www.linkedin.com/in/aaron-y-a12518ab,https://www.ycombinator.com/companies/qualgent
Nixo,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The first ops platform for forward deployed engineers,"The first ops platform for forward deployed engineers. Founded in 2025 by Priya Khandelwal, Nixo has 4 employees based in San Francisco. Nixo is hiring for 1 roles in engineering.",Priya Khandelwal,https://www.linkedin.com/in/priya-khandelwal-86b84018b,https://www.ycombinator.com/companies/nixo
Novoflow,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI employees that automate medical operations for clinics.,"AI employees that automate medical operations for clinics. . Founded in 2025 by Georges Casassovici and Mathieu Rihet, Novoflow has 6 employees based in San Francisco. Novoflow is hiring for 4 roles in engineering and sales.",Mathieu Rihet,https://www.linkedin.com/in/mathieurihet,https://www.ycombinator.com/companies/novoflow
Novoflow,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI employees that automate medical operations for clinics.,"AI employees that automate medical operations for clinics. . Founded in 2025 by Georges Casassovici and Mathieu Rihet, Novoflow has 6 employees based in San Francisco. Novoflow is hiring for 4 roles in engineering and sales.",Thegeorgesc,https://www.linkedin.com/in/thegeorgesc,https://www.ycombinator.com/companies/novoflow
throxy,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Vertical AI agents running B2B outbound on autopilot, with human SDRs","Vertical AI agents running B2B outbound on autopilot, with human SDRs. Founded in 2023 by Arnau Ayerbe Garcia, Pablo Jimenez de Parga Ramos, and Bergen Merey, throxy has 55 employees based in London. throxy is hiring for 3 roles in sales and engineering.",Bmerey,https://www.linkedin.com/in/bmerey,https://www.ycombinator.com/companies/throxy
throxy,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Vertical AI agents running B2B outbound on autopilot, with human SDRs","Vertical AI agents running B2B outbound on autopilot, with human SDRs. Founded in 2023 by Arnau Ayerbe Garcia, Pablo Jimenez de Parga Ramos, and Bergen Merey, throxy has 55 employees based in London. throxy is hiring for 3 roles in sales and engineering.",Arnau Ayerbe Garcia,https://linkedin.com/in/arnau-ayerbe,https://www.ycombinator.com/companies/throxy
throxy,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Vertical AI agents running B2B outbound on autopilot, with human SDRs","Vertical AI agents running B2B outbound on autopilot, with human SDRs. Founded in 2023 by Arnau Ayerbe Garcia, Pablo Jimenez de Parga Ramos, and Bergen Merey, throxy has 55 employees based in London. throxy is hiring for 3 roles in sales and engineering.",Pjdepargar,https://linkedin.com/in/pjdepargar,https://www.ycombinator.com/companies/throxy
Lucis,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Function Health for Europe,"Function Health for Europe . Founded in 2025 by Max Berthelot and Baptiste Debever, Lucis has 17 employees based in Paris, France. Lucis is hiring for 6 roles in engineering and operations.",Maximeberthelot,https://linkedin.com/in/maximeberthelot,https://www.ycombinator.com/companies/lucis
Lucis,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Function Health for Europe,"Function Health for Europe . Founded in 2025 by Max Berthelot and Baptiste Debever, Lucis has 17 employees based in Paris, France. Lucis is hiring for 6 roles in engineering and operations.",Bdebever,https://linkedin.com/in/bdebever,https://www.ycombinator.com/companies/lucis
Lucis,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Function Health for Europe,"Function Health for Europe . Founded in 2025 by Max Berthelot and Baptiste Debever, Lucis has 17 employees based in Paris, France. Lucis is hiring for 6 roles in engineering and operations.",Maximeberthelot,https://www.linkedin.com/in/maximeberthelot,https://www.ycombinator.com/companies/lucis
Lucis,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Function Health for Europe,"Function Health for Europe . Founded in 2025 by Max Berthelot and Baptiste Debever, Lucis has 17 employees based in Paris, France. Lucis is hiring for 6 roles in engineering and operations.",Bdebever,https://www.linkedin.com/in/bdebever,https://www.ycombinator.com/companies/lucis
Lucis,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Function Health for Europe,"Function Health for Europe . Founded in 2025 by Max Berthelot and Baptiste Debever, Lucis has 17 employees based in Paris, France. Lucis is hiring for 6 roles in engineering and operations.",Maxguerois,https://www.linkedin.com/in/maxguerois,https://www.ycombinator.com/companies/lucis
Casco,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Autonomous security testing for web apps, APIs, cloud, and AI systems","Autonomous security testing for web apps, APIs, cloud, and AI systems. Founded in 2025 by Rene Brandel and Ian Saultz, Casco has 10 employees based in . Casco is hiring for 4 roles in engineering, sales, and marketing.",Rene Brandel,https://linkedin.com/in/renebrandel,https://www.ycombinator.com/companies/casco
Casco,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Autonomous security testing for web apps, APIs, cloud, and AI systems","Autonomous security testing for web apps, APIs, cloud, and AI systems. Founded in 2025 by Rene Brandel and Ian Saultz, Casco has 10 employees based in . Casco is hiring for 4 roles in engineering, sales, and marketing.",Ian Saultz,https://www.linkedin.com/in/iansaultz,https://www.ycombinator.com/companies/casco
Opusense AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI for Field Inspection Reports,"AI for Field Inspection Reports. Founded in 2024 by Michael Bacani and Roya Cody, Opusense AI has 2 employees based in Toronto, ON, Canada. Opusense AI is hiring for 1 roles in engineering.",Roya Cody,https://www.linkedin.com/in/royacody,https://www.ycombinator.com/companies/opusense-ai
Opusense AI,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI for Field Inspection Reports,"AI for Field Inspection Reports. Founded in 2024 by Michael Bacani and Roya Cody, Opusense AI has 2 employees based in Toronto, ON, Canada. Opusense AI is hiring for 1 roles in engineering.",Michael Bacani,https://www.linkedin.com/in/michael-bacani,https://www.ycombinator.com/companies/opusense-ai
Labric,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The data layer for scientific research,"The data layer for scientific research. Founded in 2025 by Connor Hogan and Caitlin Hogan, Labric has 2 employees based in San Francisco. Labric is hiring for 1 roles in engineering.",Caitlin Hogan,https://www.linkedin.com/in/caitlin-hogan-429551177,https://www.ycombinator.com/companies/labric
